;Pedido;Categoria;Cidade;Tipo Consumidor;Genero;Linha de Produtos;Preço Unitário;Quantidade;Taxa de 5%;Total;Data;Hora;Forma de Pagamento;CMV;(%)margem bruta;Renda Bruta;Classificação
934;501-61-1753;B;São Paulo;Normal;Feminino;Casa e estilo de vida;63.15;6;18.945;397.845;03/01/2019;20:24;Débito;378.9;4.761.904.762;18.945;9.8
935;235-06-8510;C;Rio de Janeiro;Membro;Masculino;Casa e estilo de vida;85.72;3;12.858;270.018;24/01/2019;20:59;Débito;257.16;4.761.904.762;12.858;5.1
936;433-08-7822;C;Rio de Janeiro;Normal;Feminino;Saúde e beleza;78.89;7;276.115;5.798.415;05/01/2019;19:48;Débito;552.23;4.761.904.762;276.115;7.5
937;361-85-2571;A;Belo Horizonte;Normal;Feminino;Esportes e viagens;89.48;5;22.37;469.77;30/03/2019;10:18;Dinheiro;447.4;4.761.904.762;22.37;7.4
938;131-70-8179;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;92.09;3;138.135;2.900.835;17/02/2019;16:27;Dinheiro;276.27;4.761.904.762;138.135;4.2
939;500-02-2261;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;57.29;6;17.187;360.927;21/03/2019;17:04;Débito;343.74;4.761.904.762;17.187;5.9
940;720-72-2436;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;66.52;4;13.304;279.384;02/03/2019;18:14;Débito;266.08;4.761.904.762;13.304;6.9
941;702-83-5291;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;99.82;9;44.919;943.299;27/03/2019;10:43;Dinheiro;898.38;4.761.904.762;44.919;6.6
942;809-69-9497;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;45.68;10;22.84;479.64;19/01/2019;19:30;Débito;456.8;4.761.904.762;22.84;5.7
943;449-16-6770;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;50.79;5;126.975;2.666.475;19/02/2019;14:53;Crédito;253.95;4.761.904.762;126.975;5.3
944;333-23-2632;A;Belo Horizonte;Membro;Masculino;Saúde e beleza;10.08;7;3.528;74.088;28/03/2019;20:14;Dinheiro;70.56;4.761.904.762;3.528;4.2
945;489-82-1237;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;93.88;7;32.858;690.018;05/01/2019;11:51;Crédito;657.16;4.761.904.762;32.858;7.3
946;859-97-6048;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;84.25;2;8.425;176.925;26/03/2019;14:13;Crédito;168.5;4.761.904.762;8.425;5.3
947;676-10-2200;B;São Paulo;Membro;Masculino;Acessórios de moda;53.78;1;2.689;56.469;03/02/2019;20:13;Débito;53.78;4.761.904.762;2.689;4.7
948;373-88-1424;C;Rio de Janeiro;Membro;Masculino;Casa e estilo de vida;35.81;5;89.525;1.880.025;06/02/2019;18:44;Débito;179.05;4.761.904.762;89.525;7.9
949;365-16-4334;B;São Paulo;Normal;Feminino;Alimentos e bebidas;26.43;8;10.572;222.012;24/02/2019;14:26;Débito;211.44;4.761.904.762;10.572;8.9
950;503-21-4385;B;São Paulo;Membro;Masculino;Saúde e beleza;39.91;3;59.865;1.257.165;21/02/2019;12:40;Débito;119.73;4.761.904.762;59.865;9.3
951;305-89-2768;B;São Paulo;Membro;Feminino;Casa e estilo de vida;21.9;3;3.285;68.985;09/01/2019;18:43;Débito;65.7;4.761.904.762;3.285;4.7
952;574-80-1489;B;São Paulo;Membro;Feminino;Alimentos e bebidas;62.85;4;12.57;263.97;25/02/2019;13:22;Débito;251.4;4.761.904.762;12.57;8.7
953;784-08-0310;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;21.04;4;4.208;88.368;13/01/2019;13:58;Dinheiro;84.16;4.761.904.762;4.208;7.6
954;200-40-6154;B;São Paulo;Membro;Masculino;Casa e estilo de vida;65.91;6;19.773;415.233;09/02/2019;11:45;Dinheiro;395.46;4.761.904.762;19.773;5.7
955;846-10-0341;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;42.57;7;148.995;3.128.895;06/01/2019;11:51;Dinheiro;297.99;4.761.904.762;148.995;6.8
956;577-34-7579;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;50.49;9;227.205;4.771.305;10/01/2019;17:16;Dinheiro;454.41;4.761.904.762;227.205;5.4
957;430-02-3888;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;46.02;6;13.806;289.926;07/02/2019;15:55;Dinheiro;276.12;4.761.904.762;13.806;7.1
958;867-47-1948;C;Rio de Janeiro;Normal;Feminino;Casa e estilo de vida;15.8;10;7.9;165.9;09/01/2019;12:07;Dinheiro;158;4.761.904.762;7.9;7.8
959;384-59-6655;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;98.66;9;44.397;932.337;19/02/2019;15:07;Dinheiro;887.94;4.761.904.762;44.397;8.4
960;256-58-3609;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;91.98;1;4.599;96.579;18/03/2019;15:29;Dinheiro;91.98;4.761.904.762;4.599;9.8
961;324-92-3863;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;20.89;2;2.089;43.869;05/02/2019;18:45;Dinheiro;41.78;4.761.904.762;2.089;9.8
962;593-08-5916;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;15.5;1;0.775;16.275;19/03/2019;15:23;Crédito;15.5;4.761.904.762;0.775;7.4
963;364-34-2972;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;96.82;3;14.523;304.983;30/03/2019;20:37;Dinheiro;290.46;4.761.904.762;14.523;6.7
964;794-42-3736;B;São Paulo;Normal;Masculino;Alimentos e bebidas;33.33;2;3.333;69.993;26/01/2019;14:41;Crédito;66.66;4.761.904.762;3.333;6.4
965;172-42-8274;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;38.27;2;3.827;80.367;02/03/2019;18:18;Crédito;76.54;4.761.904.762;3.827;5.8
966;558-60-5016;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;33.3;9;14.985;314.685;04/03/2019;15:27;Débito;299.7;4.761.904.762;14.985;7.2
967;195-06-0432;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;81.01;3;121.515;2.551.815;13/01/2019;12:55;Crédito;243.03;4.761.904.762;121.515;9.3
968;605-03-2706;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;15.8;3;2.37;49.77;25/03/2019;18:02;Dinheiro;47.4;4.761.904.762;2.37;9.5
969;214-30-2776;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;34.49;5;86.225;1.810.725;11/03/2019;19:44;Crédito;172.45;4.761.904.762;86.225;9
970;746-04-1077;B;São Paulo;Membro;Feminino;Alimentos e bebidas;84.63;10;42.315;888.615;01/01/2019;11:36;Crédito;846.3;4.761.904.762;42.315;9
971;448-34-8700;B;São Paulo;Membro;Masculino;Casa e estilo de vida;36.91;7;129.185;2.712.885;10/02/2019;13:51;Débito;258.37;4.761.904.762;129.185;6.7
972;452-04-8808;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;87.08;7;30.478;640.038;26/01/2019;15:17;Dinheiro;609.56;4.761.904.762;30.478;5.5
973;531-56-4728;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;80.08;3;12.012;252.252;11/02/2019;15:29;Dinheiro;240.24;4.761.904.762;12.012;5.4
974;744-82-9138;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;86.13;2;8.613;180.873;07/02/2019;17:59;Dinheiro;172.26;4.761.904.762;8.613;8.2
975;883-69-1285;B;São Paulo;Membro;Masculino;Acessórios de moda;49.92;2;4.992;104.832;06/03/2019;11:55;Crédito;99.84;4.761.904.762;4.992;7
976;221-25-5073;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;74.66;4;14.932;313.572;04/03/2019;10:39;Dinheiro;298.64;4.761.904.762;14.932;8.5
977;518-71-6847;B;São Paulo;Membro;Masculino;Alimentos e bebidas;26.6;6;7.98;167.58;26/02/2019;15:10;Débito;159.6;4.761.904.762;7.98;4.9
978;156-20-0370;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;25.45;1;12.725;267.225;10/03/2019;18:10;Crédito;25.45;4.761.904.762;12.725;5.1
979;151-33-7434;B;São Paulo;Normal;Feminino;Alimentos e bebidas;67.77;1;33.885;711.585;04/02/2019;20:43;Crédito;67.77;4.761.904.762;33.885;6.5
980;728-47-9078;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;59.59;4;11.918;250.278;19/01/2019;12:46;Dinheiro;238.36;4.761.904.762;11.918;9.8
981;809-46-1866;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;58.15;4;11.63;244.23;23/01/2019;17:44;Dinheiro;232.6;4.761.904.762;11.63;8.4
982;139-32-4183;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;97.48;9;43.866;921.186;14/03/2019;14:19;Débito;877.32;4.761.904.762;43.866;7.4
983;148-41-7930;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;99.96;7;34.986;734.706;23/01/2019;10:33;Dinheiro;699.72;4.761.904.762;34.986;6.1
984;189-40-5216;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;96.37;7;337.295;7.083.195;09/01/2019;11:40;Dinheiro;674.59;4.761.904.762;337.295;6
985;374-38-5555;B;São Paulo;Normal;Feminino;Acessórios de moda;63.71;5;159.275;3.344.775;07/02/2019;19:30;Débito;318.55;4.761.904.762;159.275;8.5
986;764-44-8999;B;São Paulo;Normal;Feminino;Saúde e beleza;14.76;2;1.476;30.996;18/02/2019;14:42;Débito;29.52;4.761.904.762;1.476;4.3
987;552-44-5977;B;São Paulo;Membro;Masculino;Saúde e beleza;62;8;24.8;520.8;03/01/2019;19:08;Crédito;496;4.761.904.762;24.8;6.2
988;267-62-7380;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;82.34;10;41.17;864.57;29/03/2019;19:12;Débito;823.4;4.761.904.762;41.17;4.3
989;430-53-4718;B;São Paulo;Membro;Masculino;Saúde e beleza;75.37;8;30.148;633.108;28/01/2019;15:46;Crédito;602.96;4.761.904.762;30.148;8.4
990;886-18-2897;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;56.56;5;14.14;296.94;22/03/2019;19:06;Crédito;282.8;4.761.904.762;14.14;4.5
991;602-16-6955;B;São Paulo;Normal;Feminino;Esportes e viagens;76.6;10;38.3;804.3;24/01/2019;18:10;Débito;766;4.761.904.762;38.3;6
992;745-74-0715;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;58.03;2;5.803;121.863;10/03/2019;20:46;Débito;116.06;4.761.904.762;5.803;8.8
993;690-01-6631;B;São Paulo;Normal;Masculino;Acessórios de moda;17.49;10;8.745;183.645;22/02/2019;18:35;Débito;174.9;4.761.904.762;8.745;6.6
994;652-49-6720;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;60.95;1;30.475;639.975;18/02/2019;11:40;Débito;60.95;4.761.904.762;30.475;5.9
995;233-67-5758;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;40.35;1;20.175;423.675;29/01/2019;13:46;Débito;40.35;4.761.904.762;20.175;6.2
996;303-96-2227;B;São Paulo;Normal;Feminino;Casa e estilo de vida;97.38;10;48.69;1022.49;02/03/2019;17:16;Débito;973.8;4.761.904.762;48.69;4.4
997;727-02-1313;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;31.84;1;1.592;33.432;09/02/2019;13:22;Dinheiro;31.84;4.761.904.762;1.592;7.7
998;347-56-2442;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;65.82;1;3.291;69.111;22/02/2019;15:33;Dinheiro;65.82;4.761.904.762;3.291;4.1
999;849-09-3807;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;88.34;7;30.919;649.299;18/02/2019;13:28;Dinheiro;618.38;4.761.904.762;30.919;6.6
